TV,Radio,Newspaper
-1.6826794604989128,1.689163612743051,2.2210579395031345
-0.3351859880844834,0.3704977144092962,-0.7664496609936889
-0.8667106941084219,-1.4200437259752632,-0.7369676780940492
0.6205942656048212,-1.303690852592873,-0.42249319383122574
-1.464525329455074,0.6613798978652715,-0.5158528063467515
-0.7365413783474574,-0.7089983886384346,-0.1915509944507148
0.9640966266407,-0.37933191405499594,-0.17681000300089492
-0.10618441406056428,-1.3360110951990924,-0.15715534773446835
-0.9631324094869141,1.4047454778083197,0.28507439576012716
-1.629647517040742,-1.445899920060239,-0.20629198590053452
1.0098969414454835,-0.9158479413182393,-1.0367011709070528
-0.7064095922916785,-0.8318153105420686,0.28998805957673385
-0.12546875713626268,1.5275623997119536,1.4348717288460755
0.5470727076287206,0.816517062375125,2.250539922402774
-0.4930765470167644,-0.5667893211710688,-0.9286005669417071
0.8001797104972628,0.07961553095332081,-1.2676433702875638
-0.6521723773912766,-1.1550177366042635,-1.0661831538066926
-0.6557881917179701,1.3401049925958808,1.017210304434513
0.26383391870439965,-0.9675603294881904,0.2654197404937008
1.073776327883735,-1.1420896395617757,-0.3094789260492735
-0.9559007808335274,-0.870599601669532,-1.419966948602369
1.1436820715331415,1.695627661264295,0.7125631478049027
0.18067018919045033,0.5708832185678571,1.1351382360330717
-0.10980022838725788,-0.5473971756073371,-0.20629198590053452
0.8206693250151926,1.2237521192134908,0.48162094842439185
-0.5497243048016287,0.4416022481429791,-1.0514421623568726
0.1830807320749125,0.9070137416725395,-1.1005788005229387
-0.8775581370885024,-0.7736388738508735,-1.1693700939554315
-1.3427929137897274,1.0233666150549299,1.759173540742112
1.6595382488080752,-0.5732533696923128,-1.2823843617373838
-1.560947044833566,-0.06905758503528885,1.0122966406179064
0.683268380600841,1.443529768935783,-0.5011118148969316
-1.4850149439730036,0.189504355814467,0.6634265096388365
0.7531741242502481,1.7344119523917585,0.3882613359088662
0.6724209376207606,0.6549158493440276,0.7960954326872153
0.7845111817482581,0.1183998220807843,-0.8204999629763619
-1.3114558562917176,1.1849678280860272,-1.1791974215886447
0.8459800253020467,-1.122697493998044,-0.11784603720161554
-1.0366539674630146,-0.6572860004684834,-0.5649894445128176
1.7161860065929393,-1.2067301247742146,-1.046528498540266
0.27709190456894256,1.0944711487886127,0.3882613359088662
-1.205391969375376,1.566346690839417,-1.046528498540266
0.39159269158090215,-0.7736388738508735,1.4053897459464357
-1.25119228418016,1.0686149547036368,0.7518724583377558
0.8929856115490619,-1.251978464422922,-0.8204999629763619
-0.10859495694502645,-0.5344690785648494,-0.9629962136579536
-0.936616437757829,-0.43750835074619093,0.540584914223671
-0.46415003240321684,1.618059079009368,1.0614332787839724
-0.5268241473992369,-1.1033053484343123,0.22611042996084765
0.8676749112622076,1.695627661264295,-1.3069526808204168
1.595658862369824,-0.5732533696923128,0.35386568919261974
1.54985854756504,1.689163612743051,0.5897215523897372
-0.14595837165419248,-0.23065879806638626,-0.6485217293951301
-0.09654224252271493,-1.3489391922415805,-1.021960179457233
-0.6123984197976486,-0.9804884265306782,-1.1104061281561521
-1.6995532606901487,0.34464152032432066,0.5700668971233108
-1.4428304434949133,-1.3747953863265558,0.15731913652835508
0.47716696397931396,-0.3599397684912642,-0.5846440997792441
-0.8799686799729647,-0.1595542643327033,0.132750817445322
0.7857164531904891,1.307784749989661,0.19662844706120788
-0.9028688373753565,-0.37286786553375195,-0.8303272906095748
1.678822591883774,1.307784749989661,2.0638206973717224
-0.3749599456781114,-0.5215409815223616,-1.198852076855071
-0.15801108607650402,1.2237521192134908,0.7911817688706086
-1.7381219468415459,-0.7219264856809224,-1.1841110854052515
0.44100882071237935,1.365961186680856,-1.3806576380695161
-0.012173241566534196,0.07315148243207684,-0.5256801339799646
0.612157365509203,0.5062427333554181,0.43739797407493236
0.5675623221466505,1.6115950304881246,1.1351382360330717
1.5896325051586682,-0.8188872134995808,-0.41266586619801254
-0.42678661769405096,-0.3470116714487764,0.4324843102583257
1.271440844409644,-0.09491377912026434,0.009909222030156569
-1.0691962964032558,-0.6960702915959468,0.6535991820056235
0.8363378537641974,0.693700140471491,1.4348717288460755
-1.5802313879092649,1.4952421571057342,1.940979101956557
0.9785598839474736,0.6161315582165641,2.1817486289702814
1.1063186568239758,-0.9998805720944098,-1.0367011709070528
0.5940782938757357,-1.245514415901678,-1.174283757772038
-0.8450158081482612,1.5534185937969291,0.23102409377745434
0.47596169253708287,-0.10784187616275209,-0.9973918603741999
-1.5006834727220086,0.7971249168113934,1.7739145321919325
0.3457923767761182,-0.870599601669532,-1.149715438689005
-1.628442245598511,-0.4439723992674348,0.9729873300850536
0.8929856115490619,-1.1938020277317267,0.9828146577182666
-0.08448952810040339,0.26060888954815,0.8059227603204286
0.950838640776157,-0.45043644778867864,0.9877283215348732
-0.8667106941084219,0.254144841026906,-0.3684428918485529
0.038448159007174104,1.1978959251285148,1.4103034097630425
-0.9908536526582309,-1.0968412999130683,-0.27508327933302723
-0.8209103793036382,-1.4717561141452145,-1.0121328518240198
0.8086166105928811,0.053759336868345324,1.366080435413583
-1.5621523162757975,-0.6896062430747029,-0.3143925898658802
1.7511388784176432,0.31878532623934497,-1.3757439742529094
-0.6340933057578094,-1.3812594348478,-1.1005788005229387
-0.7546204499809247,0.8423732564601004,0.9582463386352335
1.1063186568239758,-0.3922600110974837,-0.3389609089489133
-0.5774455479729451,-0.8512074561058003,-1.2872980255539903
1.604095762465442,1.0880071002673688,1.2776344867146636
0.20839143236176663,-0.8253512620208248,-0.5993850912290639
1.4136628745929203,-0.17894640989643504,-1.4494489315020087
-1.6862952748256061,0.28646508363312545,-1.3610029828030894
0.01675327304701321,0.8294451594176129,-1.1693700939554315
0.9857915126008605,0.9716542268849784,1.9360654381399507
-1.110175525439115,-1.1033053484343123,-0.004831769419663318
-0.2279168297259107,-1.1033053484343123,0.07378685164604262
0.5410463504175649,-0.2823711862363375,1.764087204558719
0.9604808123140064,0.9651901783637349,0.10818249836228891
0.8254904107841173,1.365961186680856,-0.12767336483482875
0.7049632665610019,-1.1356255910405317,-0.5109391425301449
1.7427019783220246,0.3575696173668084,0.6585128458222301
0.6205942656048212,-1.2713706099866535,0.23593775759406102
0.7519688528080167,0.4351381996217351,-1.007219188007413
-1.683884731941144,-1.3360110951990924,-1.4150532847857624
1.1027028424972827,-1.2067301247742146,0.34895202537601305
-0.8823792228574271,0.7906608682901495,1.1253109083998587
0.44100882071237935,-0.11430592468399609,-0.3831838832983728
1.1039081139395137,1.2108240221710027,-0.5551621168796044
-1.1427178543793561,-1.3424751437203364,-0.41266586619801254
0.017958544489244634,-1.3877234833690437,-0.27016961551642055
1.6306117341945279,1.2431442647772222,1.7886555236417523
